Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	0.840291	5041.75	-7805.83	32.9914	27.7202
0.109754	0.845981	5075.89	-7839.97	32.9914	27.9079
0.209531	0.852064	5112.38	-7876.47	32.9914	28.1086
0.309307	0.858493	5150.96	-7915.05	32.9914	28.3207
0.409084	0.865208	5191.25	-7955.34	32.9914	28.5422
0.50886	0.872132	5232.79	-7996.88	32.9914	28.7706
0.608637	0.879166	5275	-8039.09	32.9914	29.0026
0.708413	0.88619	5317.14	-8081.23	32.9914	29.2344
0.80819	0.893047	5358.28	-8122.37	32.9914	29.4606
0.907966	0.899549	5397.29	-8161.38	32.9914	29.6751
1.00774	0.905475	5432.85	-8196.94	32.9914	29.8707
1.10752	0.91058	5463.48	-8227.58	32.9914	30.0392
1.2073	0.914621	5487.73	-8251.82	32.9914	30.1726
1.30707	0.917383	5504.3	-8268.39	32.9914	30.2638
1.40685	0.918723	5512.34	-8276.44	32.9914	30.3082
1.50663	0.918601	5511.61	-8275.7	32.9914	30.3044
1.6064	0.917079	5502.47	-8266.57	32.9914	30.2544
1.70618	0.914322	5485.93	-8250.03	32.9914	30.1637
1.80596	0.910552	5463.31	-8227.41	32.9914	30.0396
1.90573	0.906024	5436.14	-8200.24	32.9914	29.8905
2.00551	0.900995	5405.97	-8170.07	32.9914	29.7249
2.10528	0.895712	5374.27	-8138.37	32.9914	29.5509
2.20506	0.890391	5342.34	-8106.44	32.9914	29.3756
2.30484	0.885225	5311.35	-8075.45	32.9914	29.2055
2.40461	0.880384	5282.3	-8046.4	32.9914	29.0461
2.50439	0.876005	5256.03	-8020.13	32.9914	28.9019
2.60417	0.872201	5233.21	-7997.3	32.9914	28.7766
2.70394	0.869054	5214.33	-7978.42	32.9914	28.673
2.80372	0.866622	5199.73	-7963.83	32.9914	28.593
2.9035	0.864928	5189.57	-7953.67	32.9914	28.5373
3.00327	0.863945	5183.67	-7947.77	32.9914	28.5049
3.10305	0.863625	5181.75	-7945.85	32.9914	28.4945
3.20283	0.863918	5183.51	-7947.6	32.9914	28.5042
3.3026	0.864785	5188.71	-7952.81	32.9914	28.5329
3.40238	0.866219	5197.32	-7961.41	32.9914	28.5803
3.50216	0.868236	5209.42	-7973.51	32.9914	28.6468
3.60193	0.870861	5225.16	-7989.26	32.9914	28.7335
3.70171	0.874112	5244.67	-8008.77	32.9914	28.8408
3.80149	0.877959	5267.75	-8031.85	32.9914	28.9677
3.90126	0.882335	5294.01	-8058.1	32.9914	29.112
4.00104	0.887142	5322.85	-8086.95	32.9914	29.2705
4.10082	0.892276	5353.66	-8117.75	32.9914	29.4399
4.20059	0.89763	5385.78	-8149.88	32.9914	29.6165
4.30037	0.903107	5418.64	-8182.74	32.9914	29.7972
4.40015	0.908628	5451.77	-8215.86	32.9914	29.9793
4.49992	0.914127	5484.76	-8248.86	32.9914	30.1607
4.5997	0.919554	5517.32	-8281.42	32.9914	30.3397
4.69947	0.924865	5549.19	-8313.29	32.9914	30.5149
4.79925	0.930013	5580.08	-8344.18	32.9914	30.6847
4.89903	0.934944	5609.66	-8373.76	32.9914	30.8473
4.9988	0.939615	5637.69	-8401.79	32.9914	31.0014
5.09858	0.943988	5663.93	-8428.03	32.9914	31.1456
5.19836	0.948035	5688.21	-8452.31	32.9914	31.2791
5.29813	0.951742	5710.45	-8474.55	32.9914	31.4014
5.39791	0.955108	5730.65	-8494.74	32.9914	31.5124
5.49769	0.958131	5748.78	-8512.88	32.9914	31.6122
5.59746	0.960817	5764.9	-8529	32.9914	31.7008
5.69724	0.963207	5779.24	-8543.34	32.9914	31.7797
5.79702	0.965385	5792.31	-8556.41	32.9914	31.8515
5.89679	0.967468	5804.81	-8568.9	32.9914	31.9202
5.99657	0.969583	5817.5	-8581.59	32.9914	31.99
6.09635	0.971841	5831.05	-8595.14	32.9914	32.0644
6.19612	0.97429	5845.74	-8609.84	32.9914	32.1452
6.2959	0.976902	5861.41	-8625.51	32.9914	32.2314
6.39568	0.979556	5877.34	-8641.43	32.9914	32.3189
6.49545	0.982082	5892.49	-8656.59	32.9914	32.4022
6.59523	0.984312	5905.87	-8669.98	32.9914	32.4758
6.69501	0.986144	5916.86	-8680.96	32.9914	32.5362
6.79478	0.987547	5925.28	-8689.38	32.9914	32.5825
6.89456	0.988557	5931.34	-8695.44	32.9914	32.6158
6.99434	0.989271	5935.62	-8699.72	32.9914	32.6394
7.09411	0.989814	5938.88	-8702.98	32.9914	32.6573
7.19389	0.990318	5941.91	-8706.01	32.9914	32.674
7.29366	0.990901	5945.4	-8709.5	32.9914	32.6932
7.39344	0.991659	5949.95	-8714.05	32.9914	32.7182
7.49322	0.992642	5955.85	-8719.95	32.9914	32.7507
7.59299	0.993842	5963.05	-8727.15	32.9914	32.7903
7.69277	0.995221	5971.33	-8735.42	32.9914	32.8357
7.79255	0.996731	5980.39	-8744.48	32.9914	32.8855
7.89232	0.998353	5990.12	-8754.21	32.9914	32.939
7.9921	1.00009	6000.56	-8764.66	32.9914	32.9964
