Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	4.88817	29329	599195	57.735	291.526
0.109754	4.98913	29934.8	598588	57.735	297.339
0.209531	5.29054	31743.2	596775	57.735	314.737
0.309307	5.01738	30104.3	598419	57.735	299.068
0.409084	5.03517	30211	598311	57.735	300.046
0.50886	5.23468	31408.1	597111	57.735	311.489
0.608637	5.00202	30012.1	598510	57.735	298.052
0.708413	4.95304	29718.2	598804	57.735	295.241
0.80819	5.17607	31056.4	597463	57.735	308.071
0.907966	5.1427	30856.2	597665	57.735	306.19
1.00774	5.04379	30262.7	598259	57.735	300.522
1.10752	5.16015	30960.9	597560	57.735	307.211
1.2073	5.1889	31133.4	597387	57.735	308.875
1.30707	5.04869	30292.2	598229	57.735	300.761
1.40685	5.0241	30144.6	598376	57.735	299.36
1.50663	5.028	30168	598353	57.735	299.524
1.6064	5.02273	30136.4	598385	57.735	299.227
1.70618	5.12649	30758.9	597762	57.735	305.206
1.80596	5.19082	31144.9	597375	57.735	308.932
1.90573	5.07268	30436.1	598085	57.735	302.163
2.00551	4.93402	29604.1	598918	57.735	294.129
2.10528	5.00954	30057.2	598464	57.735	298.474
2.20506	5.12539	30752.3	597768	57.735	305.131
2.30484	5.08891	30533.5	597988	57.735	303.018
2.40461	5.11431	30685.8	597835	57.735	304.488
2.50439	5.18393	31103.6	597417	57.735	308.502
2.60417	5.31263	31875.8	596645	57.735	315.938
2.70394	5.38713	32322.8	596197	57.735	320.215
2.80372	5.1792	31075.2	597445	57.735	308.247
2.9035	4.93041	29582.5	598939	57.735	293.875
3.00327	4.92778	29566.7	598954	57.735	293.759
3.10305	4.94335	29660.1	598861	57.735	294.669
3.20283	5.02802	30168.1	598353	57.735	299.556
3.3026	5.19792	31187.5	597332	57.735	309.4
3.40238	5.19128	31147.7	597372	57.735	309.052
3.50216	4.99833	29990	598530	57.735	297.905
3.60193	4.84659	29079.6	599442	57.735	289.181
3.70171	4.98772	29926.3	598594	57.735	297.275
3.80149	5.15977	30958.6	597561	57.735	307.194
3.90126	5.21088	31265.3	597255	57.735	310.132
4.00104	5.14424	30865.4	597654	57.735	306.244
4.10082	4.95766	29746	598775	57.735	295.472
4.20059	4.95985	29759.1	598762	57.735	295.593
4.30037	5.13953	30837.2	597682	57.735	306.027
4.40015	5.19333	31160	597361	57.735	309.135
4.49992	5.21764	31305.8	597214	57.735	310.5
4.5997	5.12527	30751.6	597769	57.735	305.143
4.69947	5.09795	30587.7	597933	57.735	303.524
4.79925	5.07887	30473.2	598047	57.735	302.454
4.89903	4.98692	29921.5	598600	57.735	297.239
4.9988	5.02732	30163.9	598356	57.735	299.565
5.09858	5.05087	30305.2	598215	57.735	300.901
5.19836	5.06286	30377.1	598143	57.735	301.6
5.29813	5.04044	30242.6	598278	57.735	300.275
5.39791	5.10818	30649.1	597871	57.735	304.141
5.49769	5.08768	30526.1	597994	57.735	302.988
5.59746	5.04774	30286.4	598234	57.735	300.699
5.69724	5.1391	30834.6	597686	57.735	305.953
5.79702	5.27271	31636.2	596883	57.735	313.68
5.89679	5.248	31488	597031	57.735	312.248
5.99657	5.076	30456	598065	57.735	302.378
6.09635	5.01773	30106.4	598414	57.735	298.964
6.19612	5.05272	30316.3	598204	57.735	300.961
6.2959	5.06972	30418.3	598102	57.735	301.944
6.39568	5.06774	30406.5	598114	57.735	301.871
6.49545	5.07839	30470.3	598050	57.735	302.503
6.59523	5.11255	30675.3	597845	57.735	304.457
6.69501	5.1075	30645	597874	57.735	304.165
6.79478	5.01034	30062	598459	57.735	298.547
6.89456	5.09168	30550.1	597970	57.735	303.195
6.99434	5.15225	30913.5	597606	57.735	306.675
7.09411	5.05241	30314.4	598206	57.735	300.975
7.19389	5.02971	30178.3	598342	57.735	299.723
7.29366	5.05172	30310.3	598209	57.735	300.993
7.39344	5.02713	30162.8	598357	57.735	299.532
7.49322	5.02731	30163.8	598357	57.735	299.533
7.59299	5.17583	31055	597465	57.735	308.076
7.69277	5.22237	31334.2	597185	57.735	310.737
7.79255	5.06139	30368.4	598152	57.735	301.466
7.89232	5.02702	30162.1	598358	57.735	299.494
7.9921	5.15506	30930.4	597589	57.735	306.887
8.09188	5.16612	30996.7	597523	57.735	307.555
8.19165	5.14468	30868.1	597652	57.735	306.344
8.29143	5.13521	30811.3	597708	57.735	305.782
8.39121	5.08551	30513	598007	57.735	302.883
8.49098	5.05464	30327.8	598192	57.735	301.106
8.59076	5.00792	30047.5	598472	57.735	298.408
8.69054	4.93384	29603	598917	57.735	294.187
8.79031	4.96517	29791	598729	57.735	296.005
8.89009	5.09553	30573.2	597946	57.735	303.519
8.98987	5.06862	30411.7	598108	57.735	301.95
9.08964	5.08438	30506.3	598014	57.735	302.854
9.18942	5.14294	30857.6	597661	57.735	306.18
9.2892	5.06057	30363.4	598157	57.735	301.425
9.38897	5.1078	30646.8	597873	57.735	304.133
9.48875	5.20168	31210.1	597309	57.735	309.524
9.58853	5.08416	30505	598015	57.735	302.833
9.6883	5.02465	30147.9	598373	57.735	299.397
9.78808	5.14591	30875.5	597644	57.735	306.339
9.88785	5.25776	31546.6	596973	57.735	312.757
