Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	4.84499	29069.9	9882.21	46.188	224.042
0.109754	4.77743	28664.6	10287.4	46.188	220.925
0.209531	4.68601	28116.1	10836	46.188	216.706
0.309307	4.57955	27477.3	11474.8	46.188	211.791
0.409084	4.47782	26866.9	12085.2	46.188	207.096
0.50886	4.39559	26373.6	12578.6	46.188	203.3
0.608637	4.34111	26046.7	12905.5	46.188	200.785
0.708413	4.32163	25929.8	13022.4	46.188	199.887
0.80819	4.33955	26037.3	12914.9	46.188	200.714
0.907966	4.37882	26272.9	12679.2	46.188	202.526
1.00774	4.41773	26506.4	12445.7	46.188	204.324
1.10752	4.45684	26741.1	12211	46.188	206.13
1.2073	4.50014	27000.9	11951.2	46.188	208.129
1.30707	4.54187	27251.2	11700.8	46.188	210.055
1.40685	4.57421	27445.2	11506.8	46.188	211.547
1.50663	4.59422	27565.3	11386.7	46.188	212.471
1.6064	4.60275	27616.5	11335.6	46.188	212.865
1.70618	4.60395	27623.7	11328.4	46.188	212.919
1.80596	4.6095	27657	11295.2	46.188	213.173
1.90573	4.62862	27771.7	11180.4	46.188	214.053
2.00551	4.65471	27928.2	11023.8	46.188	215.257
2.10528	4.67303	28038.2	10913.9	46.188	216.102
2.20506	4.68271	28096.3	10855.8	46.188	216.549
2.30484	4.69266	28155.9	10796.2	46.188	217.007
2.40461	4.70491	28229.4	10722.6	46.188	217.575
2.50439	4.71124	28267.4	10684.6	46.188	217.867
2.60417	4.70666	28239.9	10712.1	46.188	217.657
2.70394	4.69448	28166.9	10785.2	46.188	217.097
2.80372	4.67811	28068.7	10883.4	46.188	216.343
2.9035	4.65799	27948	11004.1	46.188	215.415
3.00327	4.65061	27903.7	11048.5	46.188	215.075
3.10305	4.66904	28014.2	10937.9	46.188	215.924
3.20283	4.69851	28191	10761	46.188	217.283
3.3026	4.71831	28309.9	10642.2	46.188	218.197
3.40238	4.72219	28333.1	10618.9	46.188	218.376
3.50216	4.71535	28292.1	10660	46.188	218.061
3.60193	4.70564	28233.8	10718.3	46.188	217.613
3.70171	4.69853	28191.2	10760.9	46.188	217.287
3.80149	4.69521	28171.2	10780.8	46.188	217.133
3.90126	4.69756	28185.3	10766.7	46.188	217.239
4.00104	4.70723	28243.4	10708.7	46.188	217.682
4.10082	4.72695	28361.7	10590.4	46.188	218.59
4.20059	4.75188	28511.3	10440.8	46.188	219.739
4.30037	4.77101	28626.1	10325.9	46.188	220.623
4.40015	4.78066	28684	10268.1	46.188	221.069
4.49992	4.78522	28711.3	10240.7	46.188	221.281
4.5997	4.78363	28701.8	10250.2	46.188	221.208
4.69947	4.77216	28632.9	10319.1	46.188	220.68
4.79925	4.75939	28556.4	10395.7	46.188	220.092
4.89903	4.75629	28537.8	10414.4	46.188	219.95
4.9988	4.77181	28630.9	10321.2	46.188	220.668
5.09858	4.79908	28794.5	10157.6	46.188	221.927
5.19836	4.81841	28910.5	10041.5	46.188	222.819
5.29813	4.81714	28902.8	10049.2	46.188	222.762
5.39791	4.79295	28757.7	10194.3	46.188	221.647
5.49769	4.75917	28555	10397.1	46.188	220.089
5.59746	4.73843	28430.6	10521.5	46.188	219.131
5.69724	4.7318	28390.8	10561.3	46.188	218.823
5.79702	4.73013	28380.8	10571.3	46.188	218.744
5.89679	4.74424	28465.4	10486.7	46.188	219.393
5.99657	4.78206	28692.4	10259.8	46.188	221.137
6.09635	4.83056	28983.4	9968.68	46.188	223.374
6.19612	4.86651	29199.1	9752.93	46.188	225.033
6.2959	4.87724	29263.4	9688.57	46.188	225.529
6.39568	4.86422	29185.3	9766.75	46.188	224.927
6.49545	4.8387	29032.2	9919.92	46.188	223.75
6.59523	4.81764	28905.8	10046.3	46.188	222.778
6.69501	4.81236	28874.2	10078	46.188	222.533
6.79478	4.81963	28917.8	10034.3	46.188	222.866
6.89456	4.83224	28993.5	9958.65	46.188	223.448
6.99434	4.84973	29098.4	9853.75	46.188	224.256
7.09411	4.86996	29219.8	9732.3	46.188	225.19
7.19389	4.87909	29274.6	9677.44	46.188	225.613
7.29366	4.86433	29186	9766.04	46.188	224.932
7.39344	4.83384	29003	9949.12	46.188	223.525
7.49322	4.80815	28848.9	10103.3	46.188	222.341
7.59299	4.80465	28827.9	10124.3	46.188	222.183
7.69277	4.82683	28961	9991.16	46.188	223.208
7.79255	4.85668	29140.1	9811.94	46.188	224.585
7.89232	4.86962	29217.7	9734.29	46.188	225.181
7.9921	4.85695	29141.7	9810.32	46.188	224.595
8.09188	4.8293	28975.8	9976.33	46.188	223.319
8.19165	4.80955	28857.3	10094.9	46.188	222.407
8.29143	4.81709	28902.5	10049.6	46.188	222.756
8.39121	4.84952	29097.1	9854.95	46.188	224.253
8.49098	4.88794	29327.7	9624.35	46.188	226.026
8.59076	4.91261	29475.6	9476.34	46.188	227.163
8.69054	4.91498	29489.9	9462.09	46.188	227.272
8.79031	4.89925	29395.5	9556.55	46.188	226.547
8.89009	4.8803	29281.8	9670.27	46.188	225.672
8.98987	4.86967	29218	9734.12	46.188	225.182
9.08964	4.87171	29230.3	9721.86	46.188	225.277
9.18942	4.8842	29305.2	9646.87	46.188	225.854
9.2892	4.89888	29393.3	9558.77	46.188	226.531
9.38897	4.90496	29429.7	9522.3	46.188	226.811
9.48875	4.89914	29394.9	9557.21	46.188	226.543
9.58853	4.8867	29320.2	9631.88	46.188	225.968
9.6883	4.87316	29239	9713.14	46.188	225.343
9.78808	4.86571	29194.2	9757.9	46.188	225
9.88785	4.87159	29229.5	9722.6	46.188	225.271
