Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	5.0195	30117	-8236.84	32.9914	165.599
0.109754	5.01265	30075.9	-8195.78	32.9914	165.373
0.209531	4.9851	29910.6	-8030.56	32.9914	164.465
0.309307	4.933	29598	-7717.97	32.9914	162.748
0.409084	4.85966	29158	-7277.92	32.9914	160.33
0.50886	4.77347	28640.8	-6760.74	32.9914	157.488
0.608637	4.68377	28102.6	-6222.49	32.9914	154.531
0.708413	4.59845	27590.7	-5710.57	32.9914	151.718
0.80819	4.52253	27135.2	-5255.08	32.9914	149.216
0.907966	4.45898	26753.9	-4873.76	32.9914	147.121
1.00774	4.40943	26456.6	-4576.44	32.9914	145.487
1.10752	4.37332	26239.9	-4359.84	32.9914	144.296
1.2073	4.34811	26088.6	-4208.53	32.9914	143.464
1.30707	4.33136	25988.2	-4108.07	32.9914	142.912
1.40685	4.32271	25936.2	-4056.13	32.9914	142.627
1.50663	4.32295	25937.7	-4057.57	32.9914	142.634
1.6064	4.33163	25989.8	-4109.69	32.9914	142.92
1.70618	4.34644	26078.6	-4198.54	32.9914	143.409
1.80596	4.36468	26188.1	-4307.94	32.9914	144.01
1.90573	4.38523	26311.4	-4431.26	32.9914	144.688
2.00551	4.40807	26448.4	-4568.29	32.9914	145.44
2.10528	4.43199	26591.9	-4711.82	32.9914	146.229
2.20506	4.45503	26730.2	-4850.07	32.9914	146.989
2.30484	4.47519	26851.1	-4971.02	32.9914	147.653
2.40461	4.49044	26942.7	-5062.57	32.9914	148.157
2.50439	4.49972	26998.3	-5118.19	32.9914	148.463
2.60417	4.50371	27022.3	-5142.17	32.9914	148.595
2.70394	4.50525	27031.5	-5151.39	32.9914	148.645
2.80372	4.50797	27047.8	-5167.71	32.9914	148.735
2.9035	4.51499	27090	-5209.82	32.9914	148.966
3.00327	4.5278	27166.8	-5286.66	32.9914	149.389
3.10305	4.54295	27257.7	-5377.59	32.9914	149.888
3.20283	4.5538	27322.8	-5442.71	32.9914	150.246
3.3026	4.55746	27344.8	-5464.69	32.9914	150.367
3.40238	4.55653	27339.2	-5459.07	32.9914	150.336
3.50216	4.55595	27335.7	-5455.56	32.9914	150.317
3.60193	4.559	27354	-5473.86	32.9914	150.418
3.70171	4.56432	27385.9	-5505.83	32.9914	150.593
3.80149	4.56852	27411.1	-5531.03	32.9914	150.732
3.90126	4.56896	27413.7	-5533.65	32.9914	150.746
4.00104	4.56492	27389.5	-5509.4	32.9914	150.613
4.10082	4.55629	27337.7	-5457.62	32.9914	150.328
4.20059	4.54246	27254.7	-5374.65	32.9914	149.872
4.30037	4.52472	27148.3	-5268.23	32.9914	149.288
4.40015	4.509	27054	-5173.87	32.9914	148.769
4.49992	4.50178	27010.7	-5130.56	32.9914	148.531
4.5997	4.5038	27022.8	-5142.69	32.9914	148.598
4.69947	4.51339	27080.3	-5200.21	32.9914	148.914
4.79925	4.52824	27169.5	-5289.36	32.9914	149.404
4.89903	4.54374	27262.4	-5382.32	32.9914	149.915
4.9988	4.55673	27340.4	-5460.29	32.9914	150.343
5.09858	4.56697	27401.8	-5521.73	32.9914	150.681
5.19836	4.57501	27450.1	-5569.98	32.9914	150.946
5.29813	4.58106	27486.3	-5606.24	32.9914	151.145
5.39791	4.58424	27505.4	-5625.32	32.9914	151.25
5.49769	4.58539	27512.3	-5632.21	32.9914	151.287
5.59746	4.58573	27514.4	-5634.28	32.9914	151.299
5.69724	4.58403	27504.2	-5624.07	32.9914	151.242
5.79702	4.57871	27472.3	-5592.18	32.9914	151.067
5.89679	4.56941	27416.5	-5536.36	32.9914	150.76
5.99657	4.55727	27343.6	-5463.53	32.9914	150.36
6.09635	4.54518	27271.1	-5390.98	32.9914	149.962
6.19612	4.53704	27222.3	-5342.13	32.9914	149.693
6.2959	4.53574	27214.4	-5334.3	32.9914	149.65
6.39568	4.54032	27241.9	-5361.8	32.9914	149.801
6.49545	4.54726	27283.5	-5403.44	32.9914	150.03
6.59523	4.55441	27326.4	-5446.34	32.9914	150.266
6.69501	4.56189	27371.3	-5491.23	32.9914	150.512
6.79478	4.5694	27416.4	-5536.33	32.9914	150.76
6.89456	4.57457	27447.4	-5567.36	32.9914	150.931
6.99434	4.57504	27450.2	-5570.14	32.9914	150.946
7.09411	4.57099	27425.9	-5545.84	32.9914	150.813
7.19389	4.56393	27383.6	-5503.45	32.9914	150.58
7.29366	4.5559	27335.4	-5455.27	32.9914	150.315
7.39344	4.55077	27304.6	-5424.49	32.9914	150.146
7.49322	4.5511	27306.6	-5426.48	32.9914	150.157
7.59299	4.55556	27333.4	-5453.27	32.9914	150.304
7.69277	4.561	27366	-5485.88	32.9914	150.483
7.79255	4.56479	27388.7	-5508.63	32.9914	150.608
7.89232	4.56569	27394.1	-5514.03	32.9914	150.638
7.9921	4.56445	27386.7	-5506.55	32.9914	150.597
8.09188	4.56342	27380.5	-5500.42	32.9914	150.563
8.19165	4.5648	27388.8	-5508.66	32.9914	150.608
8.29143	4.56924	27415.4	-5535.29	32.9914	150.755
8.39121	4.57528	27451.7	-5571.59	32.9914	150.954
8.49098	4.57971	27478.3	-5598.18	32.9914	151.101
8.59076	4.57989	27479.3	-5599.21	32.9914	151.106
8.69054	4.57561	27453.7	-5573.56	32.9914	150.965
8.79031	4.56932	27415.9	-5535.81	32.9914	150.758
8.89009	4.56488	27389.3	-5509.17	32.9914	150.611
8.98987	4.56373	27382.4	-5502.23	32.9914	150.573
9.08964	4.56366	27381.9	-5501.83	32.9914	150.571
9.18942	4.56335	27380.1	-5499.99	32.9914	150.561
9.2892	4.56423	27385.4	-5505.21	32.9914	150.589
9.38897	4.56815	27408.9	-5528.72	32.9914	150.718
9.48875	4.57496	27449.8	-5569.62	32.9914	150.943
9.58853	4.58317	27499	-5618.9	32.9914	151.214
9.6883	4.59119	27547.1	-5666.99	32.9914	151.478
9.78808	4.59782	27586.9	-5706.78	32.9914	151.697
9.88785	4.60268	27616.1	-5735.96	32.9914	151.858
