Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	2.34558	14073.5	-2861.82	46.188	108.522
0.109754	2.30518	13831.1	-2619.57	46.188	106.656
0.209531	2.28531	13711.8	-2500.44	46.188	105.738
0.309307	2.25959	13557.6	-2346.17	46.188	104.551
0.409084	2.22166	13330	-2118.56	46.188	102.801
0.50886	2.17727	13063.6	-1852.19	46.188	100.752
0.608637	2.13599	12815.9	-1604.46	46.188	98.8467
0.708413	2.10669	12640.1	-1428.63	46.188	97.4941
0.80819	2.09526	12571.5	-1360.02	46.188	96.9663
0.907966	2.10385	12623.1	-1411.6	46.188	97.3629
1.00774	2.13093	12785.6	-1574.11	46.188	98.6127
1.10752	2.17123	13027.4	-1815.94	46.188	100.473
1.2073	2.21711	13302.6	-2091.2	46.188	102.591
1.30707	2.26231	13573.8	-2362.39	46.188	104.678
1.40685	2.30527	13831.6	-2620.14	46.188	106.661
1.50663	2.34731	14083.9	-2872.4	46.188	108.602
1.6064	2.38862	14331.7	-3120.3	46.188	110.509
1.70618	2.42731	14563.8	-3352.4	46.188	112.295
1.80596	2.46087	14765.2	-3553.76	46.188	113.843
1.90573	2.48768	14926.1	-3714.68	46.188	115.081
2.00551	2.50831	15049.9	-3838.42	46.188	116.032
2.10528	2.52466	15148	-3936.53	46.188	116.786
2.20506	2.53817	15229	-4017.59	46.188	117.409
2.30484	2.54971	15298.2	-4086.81	46.188	117.94
2.40461	2.55978	15358.7	-4147.27	46.188	118.404
2.50439	2.56804	15408.2	-4196.82	46.188	118.785
2.60417	2.57279	15436.8	-4225.35	46.188	119.005
2.70394	2.57293	15437.6	-4226.15	46.188	119.012
2.80372	2.57102	15426.1	-4214.68	46.188	118.925
2.9035	2.57135	15428.1	-4216.65	46.188	118.941
3.00327	2.57588	15455.3	-4243.87	46.188	119.151
3.10305	2.5839	15503.4	-4291.99	46.188	119.522
3.20283	2.59347	15560.8	-4349.4	46.188	119.964
3.3026	2.6033	15619.8	-4408.38	46.188	120.417
3.40238	2.61292	15677.5	-4466.12	46.188	120.861
3.50216	2.6229	15737.4	-4525.98	46.188	121.32
3.60193	2.63431	15805.9	-4594.44	46.188	121.847
3.70171	2.64598	15875.9	-4664.45	46.188	122.385
3.80149	2.65427	15925.6	-4714.23	46.188	122.769
