Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	1.56834	9410.06	578301	57.735	99.306
0.109754	1.61101	9666.08	578044	57.735	101.766
0.209531	1.78349	10700.9	577007	57.735	111.717
0.309307	1.63677	9820.61	577890	57.735	103.321
0.409084	1.64461	9867.65	577842	57.735	103.728
0.50886	1.7432	10459.2	577249	57.735	109.371
0.608637	1.60119	9607.16	578103	57.735	101.191
0.708413	1.59266	9555.95	578154	57.735	100.69
0.80819	1.73621	10417.3	577291	57.735	108.931
0.907966	1.70266	10215.9	577493	57.735	107.022
1.00774	1.63152	9789.14	577921	57.735	102.934
1.10752	1.68771	10126.2	577583	57.735	106.187
1.2073	1.703	10218	577491	57.735	107.069
1.30707	1.64213	9852.79	577857	57.735	103.541
1.40685	1.63498	9809.86	577900	57.735	103.099
1.50663	1.65489	9929.36	577780	57.735	104.224
1.6064	1.65234	9914.01	577796	57.735	104.08
1.70618	1.68278	10096.7	577613	57.735	105.844
1.80596	1.707	10242	577467	57.735	107.269
1.90573	1.64436	9866.14	577844	57.735	103.649
2.00551	1.60884	9653.03	578057	57.735	101.59
2.10528	1.66288	9977.3	577732	57.735	104.675
2.20506	1.68422	10105.3	577604	57.735	105.928
2.30484	1.66542	9992.51	577717	57.735	104.799
2.40461	1.67076	10024.5	577685	57.735	105.141
2.50439	1.69542	10172.5	577537	57.735	106.53
2.60417	1.7587	10552.2	577157	57.735	110.222
2.70394	1.76629	10597.7	577111	57.735	110.667
2.80372	1.6512	9907.19	577802	57.735	104.031
2.9035	1.55694	9341.65	578368	57.735	98.5907
3.00327	1.58339	9500.35	578209	57.735	100.117
3.10305	1.64802	9888.11	577821	57.735	103.884
3.20283	1.68448	10106.9	577603	57.735	105.999
3.3026	1.71894	10313.6	577396	57.735	108.023
3.40238	1.72872	10372.3	577337	57.735	108.581
3.50216	1.6291	9774.58	577935	57.735	102.836
3.60193	1.53769	9226.13	578484	57.735	97.547
3.70171	1.63426	9805.57	577904	57.735	103.082
3.80149	1.74634	10478	577231	57.735	109.533
3.90126	1.7261	10356.6	577353	57.735	108.407
4.00104	1.68141	10088.4	577621	57.735	105.814
4.10082	1.62125	9727.48	577982	57.735	102.327
4.20059	1.57644	9458.67	578251	57.735	99.7193
4.30037	1.66136	9968.15	577741	57.735	104.643
4.40015	1.75058	10503.5	577206	57.735	109.781
4.49992	1.72029	10321.8	577388	57.735	108.031
4.5997	1.66571	9994.24	577715	57.735	104.907
4.69947	1.65618	9937.06	577772	57.735	104.336
4.79925	1.65199	9911.94	577797	57.735	104.068
4.89903	1.62889	9773.32	577936	57.735	102.761
4.9988	1.64517	9871.01	577839	57.735	103.714
5.09858	1.6778	10066.8	577643	57.735	105.596
5.19836	1.68377	10102.6	577607	57.735	105.907
5.29813	1.64042	9842.53	577867	57.735	103.399
5.39791	1.6426	9855.61	577854	57.735	103.505
5.49769	1.69171	10150.2	577559	57.735	106.349
5.59746	1.66608	9996.46	577713	57.735	104.889
5.69724	1.65286	9917.17	577793	57.735	104.152
5.79702	1.74442	10466.5	577243	57.735	109.376
5.89679	1.75971	10558.3	577151	57.735	110.303
5.99657	1.62786	9767.16	577943	57.735	102.723
6.09635	1.59191	9551.44	578158	57.735	100.637
6.19612	1.65379	9922.76	577786	57.735	104.172
6.2959	1.64296	9857.79	577852	57.735	103.553
6.39568	1.65926	9955.56	577754	57.735	104.537
6.49545	1.70977	10258.6	577450	57.735	107.462
6.59523	1.68476	10108.5	577601	57.735	105.994
6.69501	1.66001	9960.06	577749	57.735	104.571
6.79478	1.64134	9848.01	577861	57.735	103.496
6.89456	1.61526	9691.57	578018	57.735	101.995
6.99434	1.66615	9996.92	577713	57.735	104.9
7.09411	1.71828	10309.7	577399	57.735	107.903
7.19389	1.69065	10143.9	577566	57.735	106.324
7.29366	1.65272	9916.31	577793	57.735	104.154
7.39344	1.62312	9738.71	577971	57.735	102.436
7.49322	1.61239	9674.37	578035	57.735	101.815
7.59299	1.68376	10102.6	577607	57.735	105.945
7.69277	1.74846	10490.7	577218	57.735	109.655
7.79255	1.69582	10174.9	577534	57.735	106.604
7.89232	1.62284	9737.04	577973	57.735	102.416
7.9921	1.6534	9920.39	577789	57.735	104.184
8.09188	1.69909	10194.5	577515	57.735	106.803
8.19165	1.68478	10108.7	577601	57.735	106.011
8.29143	1.66844	10010.7	577699	57.735	105.074
8.39121	1.64594	9875.66	577834	57.735	103.789
8.49098	1.64007	9840.42	577869	57.735	103.432
8.59076	1.67538	10052.3	577657	57.735	105.466
8.69054	1.66515	9990.92	577718	57.735	104.852
8.79031	1.5899	9539.37	578171	57.735	100.567
8.89009	1.61717	9703.02	578007	57.735	102.163
8.98987	1.70168	10210.1	577499	57.735	107.002
9.08964	1.6914	10148.4	577561	57.735	106.407
9.18942	1.68406	10104.4	577605	57.735	105.939
9.2892	1.70113	10206.8	577502	57.735	106.927
9.38897	1.66434	9986.03	577723	57.735	104.754
9.48875	1.64155	9849.32	577860	57.735	103.445
9.58853	1.65911	9954.67	577755	57.735	104.479
9.6883	1.6489	9893.42	577816	57.735	103.925
9.78808	1.68265	10095.9	577614	57.735	105.896
9.88785	1.75909	10554.5	577154	57.735	110.271
