Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	3.35339	20120.4	-8147.04	32.9914	110.631
0.109754	3.36353	20181.2	-8207.9	32.9914	110.966
0.209531	3.36882	20212.9	-8239.61	32.9914	111.14
0.309307	3.36608	20196.5	-8223.19	32.9914	111.05
0.409084	3.35214	20112.8	-8139.6	32.9914	110.591
0.50886	3.32546	19952.7	-7979.5	32.9914	109.712
0.608637	3.2872	19723.2	-7749.93	32.9914	108.45
0.708413	3.2407	19444.2	-7470.95	32.9914	106.918
0.80819	3.19009	19140.6	-7167.3	32.9914	105.249
0.907966	3.13929	18835.7	-6862.46	32.9914	103.575
1.00774	3.09134	18548	-6574.78	32.9914	101.994
1.10752	3.04829	18289.7	-6316.47	32.9914	100.575
1.2073	3.01147	18068.8	-6095.57	32.9914	99.3611
1.30707	2.98174	17890.4	-5917.15	32.9914	98.3808
1.40685	2.95911	17754.7	-5781.42	32.9914	97.635
1.50663	2.94279	17656.7	-5683.48	32.9914	97.0966
1.6064	2.93158	17589.5	-5616.2	32.9914	96.7267
1.70618	2.92469	17548.1	-5574.85	32.9914	96.4994
1.80596	2.92212	17532.7	-5559.46	32.9914	96.4149
1.90573	2.92422	17545.3	-5572.02	32.9914	96.4838
2.00551	2.93079	17584.7	-5611.46	32.9914	96.7004
2.10528	2.941	17646	-5672.75	32.9914	97.0372
2.20506	2.95359	17721.5	-5748.28	32.9914	97.4522
2.30484	2.96734	17804	-5830.77	32.9914	97.9056
2.40461	2.98168	17890.1	-5916.81	32.9914	98.3784
2.50439	2.99659	17979.5	-6006.26	32.9914	98.8699
2.60417	3.01179	18070.8	-6097.51	32.9914	99.3713
2.70394	3.02661	18159.7	-6186.43	32.9914	99.8599
2.80372	3.04015	18240.9	-6267.66	32.9914	100.306
2.9035	3.05139	18308.3	-6335.1	32.9914	100.677
3.00327	3.05947	18356.8	-6383.59	32.9914	100.944
3.10305	3.06422	18385.3	-6412.05	32.9914	101.1
3.20283	3.06645	18398.7	-6425.41	32.9914	101.174
3.3026	3.06786	18407.1	-6433.87	32.9914	101.22
3.40238	3.07042	18422.5	-6449.27	32.9914	101.305
3.50216	3.07565	18453.9	-6480.63	32.9914	101.477
3.60193	3.08397	18503.8	-6530.58	32.9914	101.752
3.70171	3.09415	18564.9	-6591.67	32.9914	102.088
3.80149	3.10347	18620.8	-6647.57	32.9914	102.395
3.90126	3.10936	18656.1	-6682.9	32.9914	102.589
4.00104	3.11103	18666.2	-6692.95	32.9914	102.644
4.10082	3.10966	18658	-6684.72	32.9914	102.599
4.20059	3.10759	18645.5	-6672.28	32.9914	102.531
4.30037	3.10695	18641.7	-6668.45	32.9914	102.509
4.40015	3.1083	18649.8	-6676.51	32.9914	102.554
4.49992	3.11039	18662.4	-6689.1	32.9914	102.623
4.5997	3.11181	18670.9	-6697.6	32.9914	102.67
4.69947	3.11237	18674.2	-6700.93	32.9914	102.688
4.79925	3.1123	18673.8	-6700.53	32.9914	102.686
4.89903	3.11107	18666.4	-6693.2	32.9914	102.645
4.9988	3.10793	18647.6	-6674.36	32.9914	102.542
5.09858	3.10292	18617.5	-6644.24	32.9914	102.377
5.19836	3.09705	18582.3	-6609.05	32.9914	102.183
5.29813	3.09188	18551.3	-6578	32.9914	102.013
5.39791	3.08867	18532	-6558.78	32.9914	101.907
5.49769	3.08775	18526.5	-6553.23	32.9914	101.877
5.59746	3.08902	18534.1	-6560.85	32.9914	101.919
5.69724	3.09285	18557.1	-6583.82	32.9914	102.045
5.79702	3.09916	18594.9	-6621.69	32.9914	102.253
5.89679	3.10661	18639.6	-6666.39	32.9914	102.498
5.99657	3.11377	18682.6	-6709.36	32.9914	102.734
6.09635	3.12043	18722.6	-6749.33	32.9914	102.954
6.19612	3.12728	18763.7	-6790.44	32.9914	103.18
6.2959	3.13426	18805.6	-6832.32	32.9914	103.41
6.39568	3.13979	18838.7	-6865.48	32.9914	103.592
