Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	1.67498	10049.9	-3030.28	28.8675	48.3519
0.109754	1.68033	10082	-3062.36	28.8675	48.5062
0.209531	1.68621	10117.2	-3097.65	28.8675	48.676
0.309307	1.69264	10155.8	-3136.23	28.8675	48.8616
0.409084	1.69962	10197.7	-3178.12	28.8675	49.0631
0.50886	1.70715	10242.9	-3223.29	28.8675	49.2805
0.608637	1.71523	10291.4	-3271.76	28.8675	49.5137
0.708413	1.72381	10342.8	-3323.25	28.8675	49.7614
0.80819	1.73282	10396.9	-3377.3	28.8675	50.0214
0.907966	1.74215	10452.9	-3433.3	28.8675	50.2908
1.00774	1.75161	10509.7	-3490.09	28.8675	50.5641
1.10752	1.76096	10565.8	-3546.16	28.8675	50.8338
1.2073	1.76985	10619.1	-3599.49	28.8675	51.0904
1.30707	1.77788	10667.3	-3647.67	28.8675	51.3222
1.40685	1.78467	10708	-3688.44	28.8675	51.5184
1.50663	1.78998	10739.9	-3720.28	28.8675	51.6716
1.6064	1.79369	10762.2	-3742.59	28.8675	51.779
1.70618	1.79589	10775.4	-3755.77	28.8675	51.8425
1.80596	1.79677	10780.6	-3761.05	28.8675	51.8679
1.90573	1.79657	10779.4	-3759.87	28.8675	51.8623
2.00551	1.79553	10773.2	-3753.58	28.8675	51.8322
2.10528	1.7939	10763.4	-3743.83	28.8675	51.7854
2.20506	1.79204	10752.2	-3732.65	28.8675	51.7317
2.30484	1.79024	10741.4	-3721.85	28.8675	51.6799
2.40461	1.78869	10732.1	-3712.55	28.8675	51.6352
2.50439	1.78743	10724.6	-3705.02	28.8675	51.5991
2.60417	1.78649	10718.9	-3699.36	28.8675	51.572
2.70394	1.78594	10715.6	-3696.07	28.8675	51.5563
2.80372	1.78595	10715.7	-3696.14	28.8675	51.5568
2.9035	1.78667	10720	-3700.43	28.8675	51.5775
3.00327	1.78813	10728.8	-3709.23	28.8675	51.62
3.10305	1.79026	10741.6	-3722.01	28.8675	51.6816
3.20283	1.79286	10757.2	-3737.6	28.8675	51.7567
3.3026	1.79569	10774.1	-3754.54	28.8675	51.8383
3.40238	1.79857	10791.4	-3771.82	28.8675	51.9215
3.50216	1.80148	10808.9	-3789.3	28.8675	52.0056
3.60193	1.80455	10827.3	-3807.72	28.8675	52.0943
3.70171	1.80801	10848.1	-3828.48	28.8675	52.1943
3.80149	1.81213	10872.8	-3853.21	28.8675	52.3133
3.90126	1.81707	10902.4	-3882.84	28.8675	52.4559
4.00104	1.82273	10936.4	-3916.81	28.8675	52.6194
4.10082	1.82878	10972.7	-3953.13	28.8675	52.7942
4.20059	1.83487	11009.2	-3989.66	28.8675	52.97
4.30037	1.84082	11044.9	-4025.34	28.8675	53.1417
4.40015	1.84672	11080.3	-4060.76	28.8675	53.3121
4.49992	1.85285	11117.1	-4097.5	28.8675	53.4889
4.5997	1.85947	11156.8	-4137.27	28.8675	53.6803
4.69947	1.86681	11200.9	-4181.31	28.8675	53.8921
4.79925	1.87485	11249.1	-4229.55	28.8675	54.1242
4.89903	1.88332	11299.9	-4280.34	28.8675	54.3686
4.9988	1.8918	11350.8	-4331.23	28.8675	54.6133
5.09858	1.89997	11399.8	-4380.25	28.8675	54.8491
5.19836	1.90766	11446	-4426.42	28.8675	55.0712
5.29813	1.91484	11489	-4469.46	28.8675	55.2784
5.39791	1.92151	11529.1	-4509.51	28.8675	55.471
