Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	1.535	9210	-7793.34	46.188	71.0526
0.109754	1.49345	8960.68	-7544.14	46.188	69.1346
0.209531	1.48299	8897.92	-7481.47	46.188	68.6513
0.309307	1.47934	8876.03	-7459.63	46.188	68.4827
0.409084	1.46936	8816.15	-7399.75	46.188	68.0215
0.50886	1.45036	8702.14	-7285.73	46.188	67.145
0.608637	1.42646	8558.73	-7142.3	46.188	66.0419
0.708413	1.40446	8426.74	-7010.28	46.188	65.0259
0.80819	1.39091	8345.47	-6928.99	46.188	64.4005
0.907966	1.39041	8342.45	-6925.97	46.188	64.3774
1.00774	1.40471	8428.27	-7011.8	46.188	65.0376
1.10752	1.43268	8596.05	-7179.59	46.188	66.3286
1.2073	1.4709	8825.42	-7408.97	46.188	68.0933
1.30707	1.51488	9089.26	-7672.83	46.188	70.1231
1.40685	1.56038	9362.29	-7945.87	46.188	72.2242
1.50663	1.60473	9628.38	-8211.95	46.188	74.2711
1.6064	1.64683	9880.98	-8464.56	46.188	76.2147
1.70618	1.68596	10115.7	-8699.32	46.188	78.0209
1.80596	1.7208	10324.8	-8908.39	46.188	79.629
1.90573	1.74988	10499.3	-9082.88	46.188	80.9711
2.00551	1.77246	10634.8	-9218.35	46.188	82.0132
2.10528	1.78892	10733.5	-9317.1	46.188	82.7722
2.20506	1.80037	10802.2	-9385.82	46.188	83.3006
2.30484	1.8079	10847.4	-9430.99	46.188	83.6476
2.40461	1.81222	10873.3	-9456.86	46.188	83.8465
2.50439	1.81411	10884.7	-9468.23	46.188	83.9333
2.60417	1.81452	10887.1	-9470.68	46.188	83.9524
2.70394	1.81409	10884.5	-9468.12	46.188	83.933
2.80372	1.81336	10880.2	-9463.73	46.188	83.8995
2.9035	1.81345	10880.7	-9464.28	46.188	83.9042
3.00327	1.81595	10895.7	-9479.23	46.188	84.019
3.10305	1.82159	10929.6	-9513.13	46.188	84.2801
3.20283	1.82931	10975.9	-9559.46	46.188	84.6365
3.3026	1.83688	11021.3	-9604.85	46.188	84.9857
3.40238	1.84245	11054.7	-9638.28	46.188	85.2429
3.50216	1.84516	11070.9	-9654.53	46.188	85.3678
3.60193	1.84479	11068.7	-9652.31	46.188	85.3504
3.70171	1.84154	11049.3	-9632.86	46.188	85.2002
3.80149	1.83617	11017	-9600.6	46.188	84.952
3.90126	1.82996	10979.8	-9563.37	46.188	84.6655
4.00104	1.82498	10949.9	-9533.46	46.188	84.436
4.10082	1.82368	10942.1	-9525.67	46.188	84.3764
4.20059	1.82779	10966.7	-9550.29	46.188	84.5655
4.30037	1.83713	11022.8	-9606.34	46.188	84.9966
4.40015	1.84949	11096.9	-9680.5	46.188	85.5666
4.49992	1.8616	11169.6	-9753.22	46.188	86.1252
4.5997	1.87068	11224.1	-9807.66	46.188	86.5435
4.69947	1.87545	11252.7	-9836.27	46.188	86.7633
4.79925	1.87642	11258.5	-9842.12	46.188	86.8082
4.89903	1.87554	11253.3	-9836.84	46.188	86.7676
4.9988	1.8749	11249.4	-9832.95	46.188	86.7381
5.09858	1.87509	11250.5	-9834.12	46.188	86.7473
5.19836	1.87523	11251.4	-9834.96	46.188	86.7539
5.29813	1.87426	11245.6	-9829.17	46.188	86.7096
5.39791	1.87175	11230.5	-9814.1	46.188	86.5936
5.49769	1.86758	11205.5	-9789.1	46.188	86.4011
5.59746	1.86165	11169.9	-9753.49	46.188	86.1271
