Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	3.34628	20077.7	-889.532	25.66	85.8655
0.109754	3.35293	20117.6	-929.408	25.66	86.0361
0.209531	3.36028	20161.7	-973.492	25.66	86.2246
0.309307	3.36831	20209.9	-1021.7	25.66	86.4308
0.409084	3.37701	20262.1	-1073.92	25.66	86.6541
0.50886	3.38637	20318.2	-1130.08	25.66	86.8942
0.608637	3.39637	20378.2	-1190.03	25.66	87.1506
0.708413	3.40695	20441.7	-1253.53	25.66	87.4222
0.80819	3.418	20508	-1319.83	25.66	87.7057
0.907966	3.4293	20575.8	-1387.63	25.66	87.9956
1.00774	3.44048	20642.9	-1454.7	25.66	88.2825
1.10752	3.45095	20705.7	-1517.52	25.66	88.5511
1.2073	3.45997	20759.8	-1571.69	25.66	88.7828
1.30707	3.467	20802	-1613.83	25.66	88.963
1.40685	3.47192	20831.5	-1643.4	25.66	89.0896
1.50663	3.47476	20848.5	-1660.39	25.66	89.1623
1.6064	3.47553	20853.2	-1665.03	25.66	89.1822
1.70618	3.47454	20847.2	-1659.08	25.66	89.1568
1.80596	3.47204	20832.2	-1644.1	25.66	89.0929
1.90573	3.46832	20809.9	-1621.81	25.66	88.9977
2.00551	3.46425	20785.5	-1597.34	25.66	88.8932
2.10528	3.46089	20765.3	-1577.21	25.66	88.8073
2.20506	3.45849	20750.9	-1562.82	25.66	88.7458
2.30484	3.45659	20739.5	-1551.39	25.66	88.697
2.40461	3.45504	20730.3	-1542.13	25.66	88.6575
2.50439	3.45418	20725.1	-1536.97	25.66	88.6355
2.60417	3.45434	20726.1	-1537.93	25.66	88.6397
2.70394	3.45585	20735.1	-1546.98	25.66	88.6784
2.80372	3.45891	20753.4	-1565.3	25.66	88.7568
2.9035	3.46315	20778.9	-1590.75	25.66	88.8656
3.00327	3.46762	20805.7	-1617.59	25.66	88.9805
3.10305	3.47151	20829.1	-1640.93	25.66	89.0803
3.20283	3.47476	20848.5	-1660.41	25.66	89.1637
3.3026	3.47777	20866.6	-1678.5	25.66	89.2411
3.40238	3.48085	20885.1	-1697	25.66	89.3202
3.50216	3.48403	20904.2	-1716.06	25.66	89.4017
3.60193	3.48714	20922.9	-1734.74	25.66	89.4816
3.70171	3.49028	20941.7	-1753.52	25.66	89.5619
3.80149	3.49471	20968.3	-1780.12	25.66	89.6757
3.90126	3.50218	21013.1	-1824.96	25.66	89.8675
4.00104	3.51214	21072.9	-1884.74	25.66	90.1231
4.10082	3.52243	21134.6	-1946.44	25.66	90.387
4.20059	3.53127	21187.6	-1999.52	25.66	90.6139
4.30037	3.53788	21227.3	-2039.16	25.66	90.7834
4.40015	3.54261	21255.7	-2067.54	25.66	90.9049
4.49992	3.5468	21280.8	-2092.65	25.66	91.0123
4.5997	3.55171	21310.2	-2122.1	25.66	91.1382
4.69947	3.55761	21345.7	-2157.53	25.66	91.2897
4.79925	3.56413	21384.8	-2196.65	25.66	91.457
4.89903	3.5711	21426.6	-2238.45	25.66	91.6358
4.9988	3.57905	21474.3	-2286.16	25.66	91.8398
5.09858	3.58841	21530.5	-2342.33	25.66	92.0801
5.19836	3.59835	21590.1	-2401.97	25.66	92.3351
5.29813	3.60746	21644.8	-2456.64	25.66	92.5689
5.39791	3.61477	21688.6	-2500.53	25.66	92.7566
5.49769	3.61997	21719.8	-2531.71	25.66	92.89
5.59746	3.62327	21739.6	-2551.51	25.66	92.9747
5.69724	3.62539	21752.3	-2564.19	25.66	93.029
5.79702	3.62736	21764.1	-2576.01	25.66	93.0796
5.89679	3.63018	21781.1	-2592.91	25.66	93.152
5.99657	3.63448	21806.9	-2618.73	25.66	93.2624
6.09635	3.64022	21841.3	-2653.18	25.66	93.4096
6.19612	3.64633	21878	-2689.88	25.66	93.5665
6.2959	3.6516	21909.6	-2721.46	25.66	93.7016
6.39568	3.65561	21933.6	-2745.5	25.66	93.8044
6.49545	3.65869	21952.2	-2764.02	25.66	93.8835
6.59523	3.6614	21968.4	-2780.29	25.66	93.9531
6.69501	3.66419	21985.1	-2796.98	25.66	94.0245
6.79478	3.66715	22002.9	-2814.75	25.66	94.1004
6.89456	3.66993	22019.6	-2831.42	25.66	94.1717
6.99434	3.67204	22032.2	-2844.07	25.66	94.2258
7.09411	3.67329	22039.7	-2851.58	25.66	94.258
7.19389	3.67394	22043.6	-2855.51	25.66	94.2748
7.29366	3.67437	22046.2	-2858.08	25.66	94.2858
7.39344	3.67454	22047.2	-2859.11	25.66	94.2901
7.49322	3.67409	22044.5	-2856.41	25.66	94.2786
7.59299	3.6731	22038.6	-2850.44	25.66	94.253
7.69277	3.67208	22032.5	-2844.33	25.66	94.2268
7.79255	3.67141	22028.5	-2840.32	25.66	94.2097
7.89232	3.67141	22028.5	-2840.33	25.66	94.2098
7.9921	3.6723	22033.8	-2845.69	25.66	94.2326
8.09188	3.67372	22042.3	-2854.16	25.66	94.2689
8.19165	3.67455	22047.3	-2859.18	25.66	94.2903
8.29143	3.67371	22042.2	-2854.11	25.66	94.2686
8.39121	3.67106	22026.4	-2838.23	25.66	94.2007
8.49098	3.66741	22004.4	-2816.3	25.66	94.107
8.59076	3.66399	21984	-2795.82	25.66	94.0194
8.69054	3.66231	21973.9	-2785.74	25.66	93.9763
8.79031	3.66338	21980.3	-2792.15	25.66	94.0037
