Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	5.01945	30116.7	-976.352	25.66	128.799
0.109754	5.0294	30176.4	-1036.04	25.66	129.054
0.209531	5.04033	30242	-1101.6	25.66	129.335
0.309307	5.05221	30313.2	-1172.87	25.66	129.64
0.409084	5.06497	30389.8	-1249.45	25.66	129.967
0.50886	5.07842	30470.5	-1330.16	25.66	130.312
0.608637	5.09214	30552.8	-1412.49	25.66	130.664
0.708413	5.10533	30632	-1491.62	25.66	131.003
0.80819	5.11659	30699.5	-1559.18	25.66	131.291
0.907966	5.12426	30745.6	-1605.25	25.66	131.489
1.00774	5.12771	30766.3	-1625.95	25.66	131.577
1.10752	5.12709	30762.5	-1622.23	25.66	131.561
1.2073	5.12235	30734.1	-1593.81	25.66	131.44
1.30707	5.11404	30684.3	-1543.96	25.66	131.227
1.40685	5.10276	30616.6	-1476.27	25.66	130.938
1.50663	5.08965	30537.9	-1397.58	25.66	130.601
1.6064	5.07735	30464.1	-1323.77	25.66	130.286
1.70618	5.06721	30403.2	-1262.95	25.66	130.026
1.80596	5.05826	30349.5	-1209.24	25.66	129.796
1.90573	5.0503	30301.8	-1161.53	25.66	129.592
2.00551	5.04416	30265	-1124.65	25.66	129.435
2.10528	5.04046	30242.8	-1102.45	25.66	129.34
2.20506	5.03981	30238.9	-1098.58	25.66	129.323
2.30484	5.04193	30251.6	-1111.27	25.66	129.378
2.40461	5.0449	30269.4	-1129.11	25.66	129.454
2.50439	5.04705	30282.3	-1142.02	25.66	129.509
2.60417	5.04838	30290.3	-1149.98	25.66	129.543
2.70394	5.04928	30295.7	-1155.37	25.66	129.567
2.80372	5.0497	30298.2	-1157.92	25.66	129.577
2.9035	5.04972	30298.3	-1158	25.66	129.578
3.00327	5.05147	30308.8	-1168.48	25.66	129.623
3.10305	5.05929	30355.8	-1215.46	25.66	129.824
3.20283	5.0725	30435	-1294.68	25.66	130.162
3.3026	5.08647	30518.8	-1378.54	25.66	130.521
3.40238	5.09752	30585.1	-1444.87	25.66	130.805
3.50216	5.10396	30623.8	-1483.49	25.66	130.97
3.60193	5.107	30642	-1501.73	25.66	131.048
3.70171	5.11043	30662.6	-1522.28	25.66	131.136
3.80149	5.11688	30701.3	-1560.97	25.66	131.301
3.90126	5.12557	30753.4	-1613.14	25.66	131.524
4.00104	5.1359	30815.4	-1675.1	25.66	131.789
4.10082	5.14869	30892.1	-1751.84	25.66	132.117
4.20059	5.16295	30977.7	-1837.38	25.66	132.483
4.30037	5.17643	31058.6	-1918.29	25.66	132.829
4.40015	5.18704	31122.3	-1981.98	25.66	133.102
4.49992	5.19378	31162.7	-2022.39	25.66	133.275
4.5997	5.19772	31186.3	-2046.04	25.66	133.376
4.69947	5.20078	31204.7	-2064.41	25.66	133.454
4.79925	5.20406	31224.4	-2084.08	25.66	133.539
4.89903	5.20829	31249.8	-2109.45	25.66	133.647
4.9988	5.2143	31285.8	-2145.52	25.66	133.801
5.09858	5.2212	31327.2	-2186.92	25.66	133.978
5.19836	5.22675	31360.5	-2220.18	25.66	134.121
5.29813	5.23038	31382.3	-2241.96	25.66	134.214
5.39791	5.23382	31402.9	-2262.58	25.66	134.302
5.49769	5.23858	31431.5	-2291.18	25.66	134.424
5.59746	5.24373	31462.4	-2322.07	25.66	134.556
5.69724	5.24736	31484.1	-2343.84	25.66	134.649
5.79702	5.24968	31498.1	-2357.75	25.66	134.709
5.89679	5.25296	31517.8	-2377.45	25.66	134.793
5.99657	5.25814	31548.8	-2408.51	25.66	134.926
6.09635	5.2623	31573.8	-2433.52	25.66	135.033
6.19612	5.26291	31577.5	-2437.18	25.66	135.048
6.2959	5.26116	31566.9	-2426.64	25.66	135.003
6.39568	5.25924	31555.4	-2415.09	25.66	134.954
6.49545	5.25907	31554.4	-2414.08	25.66	134.949
6.59523	5.26152	31569.1	-2428.8	25.66	135.012
6.69501	5.26508	31590.5	-2450.15	25.66	135.104
6.79478	5.2661	31596.6	-2456.32	25.66	135.13
6.89456	5.26184	31571	-2430.72	25.66	135.021
6.99434	5.2528	31516.8	-2376.5	25.66	134.789
7.09411	5.24196	31451.7	-2311.41	25.66	134.511
7.19389	5.23339	31400.3	-2260.01	25.66	134.291
7.29366	5.23069	31384.2	-2243.83	25.66	134.222
7.39344	5.23429	31405.8	-2265.42	25.66	134.314
7.49322	5.24219	31453.1	-2312.8	25.66	134.516
7.59299	5.25168	31510.1	-2369.77	25.66	134.76
7.69277	5.26073	31564.4	-2424.1	25.66	134.992
7.79255	5.26874	31612.4	-2472.11	25.66	135.198
7.89232	5.27544	31652.6	-2512.33	25.66	135.369
7.9921	5.28013	31680.8	-2540.5	25.66	135.49
8.09188	5.28248	31694.9	-2554.57	25.66	135.55
8.19165	5.28364	31701.9	-2561.54	25.66	135.58
8.29143	5.28499	31710	-2569.63	25.66	135.615
8.39121	5.28691	31721.4	-2581.11	25.66	135.664
8.49098	5.28889	31733.3	-2593	25.66	135.714
8.59076	5.28977	31738.6	-2598.33	25.66	135.737
8.69054	5.28872	31732.3	-2592.01	25.66	135.71
8.79031	5.28664	31719.8	-2579.51	25.66	135.657
8.89009	5.28516	31711	-2570.65	25.66	135.619
8.98987	5.2829	31697.4	-2557.11	25.66	135.561
9.08964	5.27795	31667.7	-2527.39	25.66	135.434
9.18942	5.27116	31627	-2486.63	25.66	135.26
9.2892	5.26487	31589.2	-2448.88	25.66	135.098
9.38897	5.26055	31563.3	-2422.99	25.66	134.988
9.48875	5.25816	31549	-2408.66	25.66	134.926
9.58853	5.25785	31547.1	-2406.75	25.66	134.918
9.6883	5.25976	31558.6	-2418.26	25.66	134.967
9.78808	5.26196	31571.7	-2431.44	25.66	135.024
9.88785	5.26296	31577.8	-2437.45	25.66	135.049
