Time (?)	Temperature	Kinetic energy (?)	Potential Energy (?)	Number Density	Pressure
0.00997765	0.837657	5025.94	-2961.39	28.8675	24.1805
0.109754	0.840457	5042.74	-2978.19	28.8675	24.2613
0.209531	0.843518	5061.11	-2996.55	28.8675	24.3497
0.309307	0.846843	5081.06	-3016.51	28.8675	24.4457
0.409084	0.850439	5102.63	-3038.08	28.8675	24.5494
0.50886	0.85431	5125.86	-3061.3	28.8675	24.6612
0.608637	0.858463	5150.78	-3086.22	28.8675	24.7811
0.708413	0.862909	5177.45	-3112.9	28.8675	24.9094
0.80819	0.867648	5205.89	-3141.33	28.8675	25.0462
0.907966	0.872685	5236.11	-3171.55	28.8675	25.1916
1.00774	0.878021	5268.12	-3203.57	28.8675	25.3456
1.10752	0.883658	5301.95	-3237.4	28.8675	25.5084
1.2073	0.8896	5337.6	-3273.05	28.8675	25.6799
1.30707	0.895826	5374.96	-3310.4	28.8675	25.8596
1.40685	0.902306	5413.83	-3349.28	28.8675	26.0466
1.50663	0.909015	5454.09	-3389.54	28.8675	26.2403
1.6064	0.915909	5495.45	-3430.9	28.8675	26.4393
1.70618	0.922912	5537.47	-3472.92	28.8675	26.6415
1.80596	0.929939	5579.64	-3515.08	28.8675	26.8443
1.90573	0.936895	5621.37	-3556.81	28.8675	27.0451
2.00551	0.943663	5661.98	-3597.42	28.8675	27.2405
2.10528	0.95013	5700.78	-3636.23	28.8675	27.4272
2.20506	0.956202	5737.21	-3672.66	28.8675	27.6025
2.30484	0.961818	5770.91	-3706.35	28.8675	27.7646
2.40461	0.96695	5801.7	-3737.15	28.8675	27.9128
2.50439	0.971602	5829.61	-3765.06	28.8675	28.0471
2.60417	0.97581	5854.86	-3790.31	28.8675	28.1686
2.70394	0.979628	5877.77	-3813.22	28.8675	28.2789
2.80372	0.983112	5898.67	-3834.12	28.8675	28.3795
2.9035	0.986311	5917.87	-3853.32	28.8675	28.4719
3.00327	0.989281	5935.68	-3871.13	28.8675	28.5577
3.10305	0.992095	5952.57	-3888.02	28.8675	28.639
3.20283	0.99484	5969.04	-3904.49	28.8675	28.7183
3.3026	0.99758	5985.48	-3920.93	28.8675	28.7974
3.40238	1.00034	6002.03	-3937.48	28.8675	28.8771
3.50216	1.00312	6018.72	-3954.17	28.8675	28.9575
3.60193	1.00593	6035.56	-3971.01	28.8675	29.0386
3.70171	1.00877	6052.64	-3988.09	28.8675	29.1208
3.80149	1.01169	6070.14	-4005.59	28.8675	29.2051
3.90126	1.01472	6088.32	-4023.77	28.8675	29.2926
4.00104	1.01792	6107.51	-4042.96	28.8675	29.385
4.10082	1.02132	6127.93	-4063.38	28.8675	29.4833
